,_ID, TimeSt,Country,Province,City,Latitude,Longitude,Closest Poi
0,4516516,2017-06-21 00:00:00.143,CA,ON,Waterloo,43.49347,-80.49123,POI3
1,4516547,2017-06-21 18:00:00.193,CA,ON,London,42.9399,-81.2709,POI3
2,4516550,2017-06-21 15:00:00.287,CA,ON,Guelph,43.5776,-80.2201,POI3
3,4516600,2017-06-21 15:00:00.307,CA,ON,Stratford,43.3716,-80.9773,POI3
4,4516613,2017-06-21 15:00:00.497,CA,ON,Stratford,43.3716,-80.9773,POI3
5,4516693,2017-06-21 14:00:00.597,CA,ON,Kitchener,43.4381,-80.5099,POI3
6,4516771,2017-06-21 10:00:00.873,CA,ON,Sarnia,42.961,-82.373,POI3
7,4516915,2017-06-21 15:00:01.310,CA,ON,London,43.0091,-81.1765,POI3
8,4516953,2017-06-21 16:00:01.700,CA,ON,Kitchener,43.4278,-80.5135,POI3
9,4516966,2017-06-21 01:00:01.787,CA,ON,Kitchener,43.4381,-80.5099,POI3
10,4517044,2017-06-21 21:00:00.327,CA,ON,Windsor,42.2825,-83.0372,POI3
11,4517081,2017-06-21 22:00:00.753,CA,ON,Windsor,42.24397,-82.98058,POI3
12,4517175,2017-06-21 19:00:01.087,CA,ON,Saint Thomas,42.7792,-81.1927,POI3
13,4517220,2017-06-21 18:00:01.213,CA,ON,Waterloo,43.4634,-80.5201,POI3
14,4517250,2017-06-21 03:00:01.393,CA,ON,Chatham,42.4247,-82.1755,POI3
15,4517326,2017-06-21 04:00:00.367,CA,ON,Guelph,43.5425,-80.2676,POI3
16,4517349,2017-06-21 14:00:00.420,CA,ON,Chatham,42.4247,-82.1755,POI3
17,4517420,2017-06-21 08:00:00.427,CA,ON,Guelph,43.5215,-80.2338,POI3
18,4517466,2017-06-21 03:00:01.157,CA,ON,Waterloo,43.4678,-80.584,POI3
19,4517518,2017-06-21 21:00:01.333,CA,ON,Waterloo,43.4634,-80.5201,POI3
20,4517538,2017-06-21 21:00:01.427,CA,ON,Kitchener,43.4453,-80.4905,POI3
21,4517607,2017-06-21 01:00:01.623,CA,ON,Chatham,42.4247,-82.1755,POI3
22,4517697,2017-06-21 12:00:01.790,CA,ON,Windsor,42.3262,-82.9084,POI3
23,4517720,2017-06-21 22:00:01.843,CA,ON,Kitchener,43.4397,-80.434,POI3
24,4517809,2017-06-21 17:00:00.030,CA,ON,London,43.0346,-81.2554,POI3
25,4517811,2017-06-21 12:00:00.150,CA,ON,Cambridge,43.4194,-80.3255,POI3
26,4517905,2017-06-21 17:00:00.183,CA,ON,Windsor,42.2957,-82.9599,POI3
27,4517999,2017-06-21 12:00:00.643,CA,ON,Kitchener,43.4553,-80.4845,POI3
28,4518002,2017-06-21 01:00:00.937,CA,ON,Kitchener,43.4397,-80.434,POI3
29,4518061,2017-06-21 14:00:01.123,CA,ON,Waterloo,43.4678,-80.584,POI3
30,4518130,2017-06-21 00:00:01.333,CA,ON,London,43.0004,-81.2343,POI3
31,4518153,2017-06-21 09:00:01.353,CA,ON,Guelph,43.5425,-80.2676,POI3
32,4518212,2017-06-21 16:00:01.413,CA,ON,Kitchener,43.4278,-80.5135,POI3
33,4518264,2017-06-21 04:00:01.453,CA,ON,Cambridge,43.3842,-80.2968,POI3
34,4518329,2017-06-21 14:00:01.797,CA,ON,London,42.9399,-81.2709,POI3
35,4518395,2017-06-21 08:00:02.080,CA,ON,Windsor,42.2908,-82.987,POI3
36,4518430,2017-06-21 09:00:02.550,CA,ON,Brantford,43.1772,-80.248,POI3
37,4518434,2017-06-21 10:00:02.610,CA,ON,Guelph,43.5776,-80.2201,POI3
38,4518512,2017-06-21 01:00:02.797,CA,ON,London,42.9611,-81.2431,POI3
39,4518585,2017-06-21 06:00:02.827,CA,ON,Guelph,43.5776,-80.2201,POI3
40,4518676,2017-06-21 05:00:02.857,CA,ON,Kitchener,43.4397,-80.434,POI3
41,4518758,2017-06-21 13:00:02.867,CA,ON,Kitchener,43.4397,-80.434,POI3
42,4518814,2017-06-21 13:00:03.793,CA,ON,Cambridge,43.3842,-80.2968,POI3
43,4518832,2017-06-21 03:00:03.903,CA,ON,Kitchener,43.4397,-80.434,POI3
44,4518887,2017-06-21 18:00:04.017,CA,ON,Waterloo,43.4634,-80.5201,POI3
45,4518918,2017-06-21 08:00:04.167,CA,ON,London,42.9399,-81.2709,POI3
46,4518952,2017-06-21 06:00:00.217,CA,ON,Kitchener,43.4193,-80.3826,POI3
47,4518992,2017-06-21 09:00:00.380,CA,ON,Waterloo,43.4678,-80.584,POI3
48,4519038,2017-06-21 07:00:00.803,CA,ON,Windsor,42.2287,-83.0182,POI3
49,4519097,2017-06-21 02:00:00.823,CA,ON,London,42.9399,-81.2709,POI3
50,4519118,2017-06-21 19:00:00.910,CA,ON,Windsor,42.2287,-83.0182,POI3
51,4519156,2017-06-21 10:00:01.010,CA,ON,Windsor,42.2287,-83.0182,POI3
52,4519209,2017-06-21 00:00:01.257,CA,ON,Hanover,44.1517,-81.0266,POI3
53,4519287,2017-06-21 10:00:01.360,CA,ON,Kitchener,43.3904,-80.4317,POI3
54,4519378,2017-06-21 02:00:02.290,CA,ON,Kitchener,43.4397,-80.434,POI3
55,4519477,2017-06-21 08:00:02.710,CA,ON,Windsor,42.2957,-82.9599,POI3
56,4519555,2017-06-21 22:00:03.890,CA,ON,Waterloo,43.4663,-80.5402,POI3
57,4519604,2017-06-21 22:00:04.240,CA,ON,Kitchener,43.4193,-80.3826,POI3
58,4519633,2017-06-21 10:00:04.303,CA,ON,London,42.9699,-81.2081,POI3
59,4519710,2017-06-21 01:00:04.413,CA,ON,Kitchener,43.2994,-80.4496,POI3
60,4519736,2017-06-21 01:00:01.890,CA,ON,Kitchener,43.4381,-80.5099,POI3
61,4519766,2017-06-21 10:00:02.067,CA,ON,Windsor,42.2545,-82.9809,POI3
62,4519856,2017-06-21 02:00:02.080,CA,ON,Kitchener,43.4453,-80.4905,POI3
63,4519930,2017-06-21 19:00:02.340,CA,ON,London,43.0004,-81.2343,POI3
64,4520019,2017-06-21 18:00:02.380,CA,ON,Guelph,43.5776,-80.2201,POI3
65,4520130,2017-06-21 15:00:02.473,CA,ON,London,43.0091,-81.1765,POI3
66,4520149,2017-06-21 02:00:02.493,CA,ON,Guelph,43.5776,-80.2201,POI3
67,4520192,2017-06-21 18:00:02.717,CA,ON,Guelph,43.5776,-80.2201,POI3
68,4520296,2017-06-21 06:00:03.423,CA,ON,London,43.0091,-81.1765,POI3
69,4520349,2017-06-21 09:00:03.800,CA,ON,Kitchener,43.4553,-80.4845,POI3
70,4520395,2017-06-21 02:00:04.040,CA,ON,Kitchener,43.4397,-80.434,POI3
71,4520446,2017-06-21 12:00:04.447,CA,ON,London,43.0061,-81.2962,POI3
72,4520587,2017-06-21 01:00:04.767,CA,ON,Chatham,42.3778,-82.1897,POI3
73,4520685,2017-06-21 13:00:04.860,CA,ON,Kitchener,43.4193,-80.3826,POI3
74,4520740,2017-06-21 07:00:04.867,CA,ON,Kitchener,43.4193,-80.3826,POI3
75,4520751,2017-06-21 20:00:05.027,CA,ON,London,42.993,-81.169,POI3
76,4520821,2017-06-21 07:00:05.127,CA,ON,Sarnia,42.96866,-82.40455,POI3
77,4520907,2017-06-21 12:00:05.683,CA,ON,London,43.0091,-81.1765,POI3
78,4520995,2017-06-21 05:00:05.687,CA,ON,London,43.0091,-81.1765,POI3
79,4521119,2017-06-21 18:00:06.113,CA,ON,Kitchener,43.4381,-80.5099,POI3
80,4521184,2017-06-21 02:00:06.133,CA,ON,London,42.9923,-81.2531,POI3
81,4521259,2017-06-21 14:00:06.600,CA,ON,London,43.0061,-81.2962,POI3
82,4521353,2017-06-21 13:00:06.717,CA,ON,Windsor,42.3159,-83.0311,POI3
83,4521387,2017-06-21 22:00:02.203,CA,ON,Kitchener,43.4453,-80.4905,POI3
84,4521468,2017-06-21 11:00:02.300,CA,ON,Kitchener,43.4453,-80.4905,POI3
85,4521539,2017-06-21 06:00:02.503,CA,ON,Kitchener,43.4553,-80.4845,POI3
86,4521574,2017-06-21 00:00:02.637,CA,ON,Brantford,43.1508,-80.2094,POI3
87,4521618,2017-06-21 15:00:02.670,CA,ON,Cambridge,43.3653,-80.3066,POI3
88,4521682,2017-06-21 20:00:02.683,CA,ON,London,42.9611,-81.2431,POI3
89,4521726,2017-06-21 01:00:02.760,CA,ON,Cambridge,43.3653,-80.3066,POI3
90,4521780,2017-06-21 21:00:02.823,CA,ON,Cambridge,43.3653,-80.3066,POI3
91,4521790,2017-06-21 03:00:02.837,CA,ON,Kitchener,43.4397,-80.434,POI3
92,4521875,2017-06-21 17:00:02.860,CA,ON,Kitchener,43.4397,-80.434,POI3
93,4521970,2017-06-21 05:00:02.877,CA,ON,Kitchener,43.4397,-80.434,POI3
94,4521978,2017-06-21 13:00:03.117,CA,ON,London,42.9529,-81.3239,POI3
95,4522040,2017-06-21 20:00:03.837,CA,ON,Kitchener,43.4397,-80.434,POI3
96,4522160,2017-06-21 16:00:03.970,CA,ON,Cambridge,43.3653,-80.3066,POI3
97,4522231,2017-06-21 00:00:04.383,CA,ON,Chatham,42.4247,-82.1755,POI3
98,4522296,2017-06-21 09:00:05.040,CA,ON,Goderich,43.7479,-81.702,POI3
99,4522376,2017-06-21 00:00:05.113,CA,ON,Waterloo,43.4634,-80.5201,POI3
100,4522431,2017-06-21 20:00:05.250,CA,ON,London,43.0004,-81.2343,POI3
101,4522487,2017-06-21 10:00:05.290,CA,ON,Waterloo,43.4737,-80.5309,POI3
102,4522500,2017-06-21 17:00:05.387,CA,ON,Brantford,43.1772,-80.248,POI3
103,4522528,2017-06-21 13:00:05.593,CA,ON,Woodstock,43.1327,-80.7449,POI3
104,4522564,2017-06-21 03:00:05.600,CA,ON,Woodstock,43.1327,-80.7449,POI3
105,4522656,2017-06-21 07:00:05.923,CA,ON,Waterloo,43.499,-80.5063,POI3
106,4522680,2017-06-21 02:00:06.707,CA,ON,Chatham,42.4247,-82.1755,POI3
107,4522747,2017-06-21 08:00:06.907,CA,ON,Waterloo,43.4634,-80.5201,POI3
108,4522806,2017-06-21 21:00:06.957,CA,ON,Waterloo,43.4634,-80.5201,POI3
109,4522855,2017-06-21 12:00:02.177,CA,ON,Kitchener,43.4134,-80.496,POI3
110,4522895,2017-06-21 22:00:02.310,CA,ON,Kitchener,43.4397,-80.434,POI3
111,4522945,2017-06-21 01:00:02.337,CA,ON,Kitchener,43.4397,-80.434,POI3
112,4522946,2017-06-21 19:00:02.590,CA,ON,Chatham,42.4247,-82.1755,POI3
113,4523019,2017-06-21 12:00:02.683,CA,ON,Kitchener,43.4553,-80.4845,POI3
114,4523104,2017-06-21 18:00:02.690,CA,ON,London,42.9611,-81.2431,POI3
115,4523121,2017-06-21 18:00:02.757,CA,ON,Windsor,42.2654,-83.0261,POI3
116,4523184,2017-06-21 18:00:02.833,CA,ON,London,42.9611,-81.2431,POI3
117,4523251,2017-06-21 19:00:03.770,CA,ON,Guelph,43.5425,-80.2676,POI3
118,4523347,2017-06-21 15:00:03.870,CA,ON,Kitchener,43.4397,-80.434,POI3
119,4523389,2017-06-21 11:00:03.883,CA,ON,Kitchener,43.4397,-80.434,POI3
120,4523439,2017-06-21 19:00:04.027,CA,ON,Guelph,43.5544,-80.2969,POI3
121,4523455,2017-06-21 00:00:04.367,CA,ON,London,43.0091,-81.1765,POI3
122,4523508,2017-06-21 04:00:04.373,CA,ON,London,43.0091,-81.1765,POI3
123,4523593,2017-06-21 17:00:04.813,CA,ON,Cambridge,43.3677,-80.338,POI3
124,4523720,2017-06-21 05:00:05.120,CA,ON,Guelph,43.5776,-80.2201,POI3
125,4523782,2017-06-21 11:00:05.333,CA,ON,Guelph,43.5215,-80.2338,POI3
126,4523866,2017-06-21 16:00:05.490,CA,ON,Waterloo,43.4737,-80.5309,POI3
127,4523953,2017-06-21 18:00:05.617,CA,ON,London,43.0061,-81.2962,POI3
128,4523994,2017-06-21 04:00:05.630,CA,ON,London,43.0061,-81.2962,POI3
129,4524010,2017-06-21 09:00:05.717,CA,ON,Windsor,42.2654,-83.0261,POI3
130,4524024,2017-06-21 18:00:06.050,CA,ON,Cambridge,43.4471,-80.0828,POI3
131,4524055,2017-06-21 10:00:06.053,CA,ON,Cambridge,43.4471,-80.0828,POI3
132,4524106,2017-06-21 12:00:06.090,CA,ON,Windsor,42.2654,-83.0261,POI3
133,4524183,2017-06-21 12:00:06.140,CA,ON,Windsor,42.2654,-83.0261,POI3
134,4524225,2017-06-21 22:00:06.340,CA,ON,Woodstock,43.13375,-80.74328,POI3
135,4524238,2017-06-21 03:00:06.427,CA,ON,London,42.9923,-81.2531,POI3
136,4524303,2017-06-21 11:00:06.510,CA,ON,Chatham,42.3778,-82.1897,POI3
137,4524358,2017-06-21 03:00:06.810,CA,ON,London,42.9832,-81.2847,POI3
138,4524446,2017-06-21 21:00:07.040,CA,ON,Kitchener,43.391,-80.441,POI3
139,4524506,2017-06-21 18:00:07.080,CA,ON,Kitchener,43.4233,-80.5383,POI3
140,4524565,2017-06-21 13:00:07.090,CA,ON,Kitchener,43.4233,-80.5383,POI3
141,4524580,2017-06-21 17:00:07.133,CA,ON,Kitchener,43.4284,-80.4311,POI3
142,4524615,2017-06-21 01:00:04.513,CA,ON,Kitchener,43.4381,-80.5099,POI3
143,4524646,2017-06-21 15:00:05.410,CA,ON,Brantford,43.1772,-80.248,POI3
144,4524688,2017-06-21 22:00:05.963,CA,ON,Kitchener,43.4381,-80.5099,POI3
145,4524714,2017-06-21 19:00:06.133,CA,ON,Cambridge,43.4471,-80.0828,POI3
146,4524786,2017-06-21 06:00:06.537,CA,ON,Windsor,42.3159,-83.0311,POI3
147,4524796,2017-06-21 10:00:06.697,CA,ON,Kitchener,43.4134,-80.496,POI3
148,4524844,2017-06-21 21:00:07.133,CA,ON,Windsor,42.3265,-82.9119,POI3
149,4524928,2017-06-21 01:00:04.910,CA,ON,Kitchener,43.44144,-80.50167,POI3
150,4524939,2017-06-21 14:00:05.353,CA,ON,Kitchener,43.4453,-80.4905,POI3
151,4524947,2017-06-21 00:00:06.163,CA,ON,Kitchener,43.4306,-80.4877,POI3
152,4524955,2017-06-21 17:00:06.737,CA,ON,Guelph,43.5776,-80.2201,POI3
153,4525025,2017-06-21 19:00:06.807,CA,ON,Sarnia,42.9864,-82.3638,POI3
154,4525101,2017-06-21 09:00:07.253,CA,SK,Saskatoon,52.1225,-106.72488,POI1
155,4525142,2017-06-21 08:00:08.273,CA,ON,Brampton,43.78,-79.74,POI3
156,4525261,2017-06-21 15:00:07.143,CA,ON,London,42.9923,-81.2531,POI3
157,4525324,2017-06-21 08:00:07.050,CA,ON,Waterloo,43.4634,-80.5201,POI3
158,4525382,2017-06-21 21:00:07.123,CA,ON,Windsor,42.3297,-82.9482,POI3
159,4525479,2017-06-21 10:00:14.537,CA,AB,Edmonton,53.42688,-113.47175,POI1
160,4525558,2017-06-21 14:00:18.667,CA,SK,Saskatoon,52.1225,-106.72488,POI1
161,4525612,2017-06-21 08:00:20.943,CA,AB,Edmonton,53.587,-113.441,POI1
162,4525746,2017-06-21 21:00:21.123,CA,ON,Waterloo,43.4678,-80.584,POI3
163,4525757,2017-06-21 14:00:21.140,CA,ON,Guelph,43.5776,-80.2201,POI3
164,4525800,2017-06-21 02:00:21.350,CA,ON,Ancaster,43.208,-79.9652,POI3
165,4525869,2017-06-21 03:00:21.503,CA,AB,Edmonton,53.61601,-113.45364,POI1
166,4526024,2017-06-21 13:00:21.617,CA,AB,Calgary,51.0419,-114.2,POI1
167,4526111,2017-06-21 13:00:21.643,CA,AB,Lethbridge,49.6994,-112.822,POI1
168,4526136,2017-06-21 18:00:21.750,CA,ON,Burlington,43.332,-79.807,POI3
169,4526210,2017-06-21 06:00:22.823,CA,ON,Brampton,43.7796,-79.7681,POI3
170,4526337,2017-06-21 18:00:21.257,CA,ON,Mississauga,43.5414,-79.6824,POI3
171,4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.9722,-114.062,POI1
172,4526426,2017-06-21 17:00:21.607,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3
173,4526443,2017-06-21 07:00:21.727,CA,AB,Calgary,50.93982,-114.03211,POI1
174,4526505,2017-06-21 03:00:21.950,CA,ON,North York,43.787,-79.4169,POI3
175,4526625,2017-06-21 04:00:21.363,CA,ON,Ancaster,43.208,-79.9652,POI3
176,4526695,2017-06-21 13:00:21.477,CA,ON,Etobicoke,43.69971,-79.53618,POI3
177,4526775,2017-06-21 03:00:21.563,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1
178,4526821,2017-06-21 01:00:21.630,CA,AB,Calgary,50.9722,-114.062,POI1
179,4526865,2017-06-21 06:00:22.377,CA,ON,Mississauga,43.5812,-79.6323,POI3
180,4526950,2017-06-21 05:00:23.497,CA,AB,Calgary,50.9093,-114.1028,POI1
181,4527041,2017-06-21 19:00:24.713,CA,ON,London,42.993,-81.169,POI3
182,4527101,2017-06-21 01:00:25.740,CA,ON,Toronto,43.6466,-79.4493,POI3
183,4527148,2017-06-21 19:00:20.903,CA,AB,Airdrie,51.27979,-114.00324,POI1
184,4527192,2017-06-21 05:00:21.100,CA,ON,Toronto,43.6682,-79.4209,POI3
185,4527235,2017-06-21 08:00:21.153,CA,ON,Waterloo,43.4737,-80.5309,POI3
186,4527267,2017-06-21 07:00:21.563,CA,AB,Calgary,51.17119,-114.1577,POI1
187,4527346,2017-06-21 06:00:23.430,CA,ON,Sudbury,46.5213,-80.947,POI3
188,4527396,2017-06-21 15:00:25.867,CA,AB,Calgary,51.0494,-113.9564,POI1
189,4527441,2017-06-21 07:00:21.113,CA,ON,Burlington,43.375,-79.8434,POI3
190,4527443,2017-06-21 04:00:21.377,CA,ON,Brampton,43.71144,-79.76698,POI3
191,4527536,2017-06-21 13:00:21.510,CA,AB,Edmonton,53.5105,-113.37,POI1
192,4527537,2017-06-21 13:00:21.667,CA,AB,Brooks,50.58495,-111.89101,POI1
193,4527556,2017-06-21 03:00:22.960,CA,ON,Mississauga,43.72139,-79.64403,POI3
194,4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.4398,-113.53742,POI1
195,4527587,2017-06-21 17:00:25.100,CA,AB,Calgary,51.0876,-114.0214,POI1
196,4527628,2017-06-21 13:00:26.057,CA,ON,Thunder Bay,48.3738,-89.2779,POI3
197,4527720,2017-06-21 09:00:26.090,CA,ON,North York,43.7576,-79.461,POI3
198,4527727,2017-06-21 09:00:23.617,CA,AB,Edmonton,53.4564,-113.521,POI1
199,4527798,2017-06-21 13:00:24.387,CA,AB,Edmonton,53.4398,-113.53742,POI1
200,4527807,2017-06-21 09:00:25.370,CA,ON,North York,43.76164,-79.50135,POI3
201,4527830,2017-06-21 18:00:26.080,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3
202,4527882,2017-06-21 15:00:26.250,CA,ON,Dundas,43.2649,-79.9555,POI3
203,4527890,2017-06-21 16:00:25.883,CA,ON,Toronto,43.6466,-79.4493,POI3
204,4527967,2017-06-21 10:00:26.193,CA,ON,Toronto,43.6769,-79.3784,POI3
205,4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.0823,-113.9578,POI1
206,4528078,2017-06-21 16:00:28.770,CA,ON,Burlington,43.34442,-79.79248,POI3
207,4528166,2017-06-21 10:00:26.063,CA,AB,Calgary,50.9412,-114.114,POI1
208,4528350,2017-06-21 16:00:29.263,CA,QC,Montréal,45.5884,-73.5641,POI3
209,4528470,2017-06-21 04:00:26.093,CA,ON,Scarborough,43.7997,-79.3209,POI3
210,4528481,2017-06-21 01:00:26.113,CA,ON,Toronto,43.6466,-79.4493,POI3
211,4528651,2017-06-21 12:00:28.960,CA,AB,Edmonton,53.4688,-113.508,POI1
212,4528676,2017-06-21 01:00:28.277,CA,AB,Calgary,51.133,-113.856,POI1
213,4528678,2017-06-21 12:00:29.040,CA,AB,Edmonton,53.54813,-113.59428,POI1
214,4528767,2017-06-21 19:00:29.483,CA,ON,Markham,43.8601,-79.3341,POI3
215,4528809,2017-06-21 02:00:31.280,CA,AB,Spruce Grove,53.54628,-113.88183,POI1
216,4528850,2017-06-21 04:00:29.240,CA,AB,Calgary,51.15648,-114.07926,POI1
217,4528952,2017-06-21 00:00:29.640,CA,ON,Brampton,43.7796,-79.7681,POI3
218,4529001,2017-06-21 19:00:29.943,CA,ON,Markham,43.8412,-79.3262,POI3
219,4529076,2017-06-21 07:00:33.240,CA,AB,Bonnyville,54.26948,-110.72649,POI1
220,4529149,2017-06-21 01:00:29.693,CA,ON,Mississauga,43.56864,-79.63094,POI3
221,4529202,2017-06-21 07:00:34.350,CA,AB,Edmonton,53.5327,-113.626,POI1
222,4529220,2017-06-21 12:00:33.037,CA,AB,Leduc,53.2668,-113.552,POI1
223,4529292,2017-06-21 08:00:33.970,CA,AB,Calgary,51.133,-113.856,POI1
224,4529367,2017-06-21 10:00:32.690,CA,AB,Edmonton,53.55848,-113.49825,POI1
225,4529461,2017-06-21 19:00:36.260,CA,ON,Windsor,42.2545,-82.9809,POI3
226,4529554,2017-06-21 22:00:35.983,CA,ON,Concord,43.81264,-79.50514,POI3
227,4529643,2017-06-21 01:00:36.750,CA,AB,Calgary,50.8921,-113.97745,POI1
228,4529735,2017-06-21 21:00:36.163,CA,ON,Lindsay,44.357,-78.7405,POI3
229,4529826,2017-06-21 04:00:36.553,CA,AB,Edmonton,53.4688,-113.508,POI1
230,4529862,2017-06-21 01:00:36.740,CA,AB,Calgary,51.04745,-114.1805,POI1
231,4529945,2017-06-21 12:00:36.797,CA,AB,Lethbridge,49.67346,-112.89122,POI1
232,4530039,2017-06-21 02:00:36.950,CA,ON,Markham,43.85883,-79.29809,POI3
233,4530051,2017-06-21 22:00:37.683,CA,ON,Oshawa,43.89029,-78.81588,POI3
234,4530079,2017-06-21 02:00:38.040,CA,AB,Spruce Grove,53.56082,-113.88283,POI1
235,4530117,2017-06-21 04:00:38.270,CA,ON,Markham,43.85883,-79.29809,POI3
236,4530158,2017-06-21 06:00:36.667,CA,ON,Brampton,43.7601,-79.73681,POI3
237,4530203,2017-06-21 19:00:36.690,CA,ON,North York,43.7224,-79.4454,POI3
238,4530252,2017-06-21 16:00:36.783,CA,AB,Beaumont,53.34991,-113.40827,POI1
239,4530326,2017-06-21 19:00:36.873,CA,AB,Calgary,51.0656,-114.063,POI1
240,4530366,2017-06-21 20:00:37.027,CA,AB,Edmonton,53.58564,-113.39449,POI1
241,4530373,2017-06-21 13:00:38.707,CA,BC,Vancouver,49.24157,-123.09776,POI1
242,4530411,2017-06-21 04:00:39.533,CA,ON,Thornhill,43.8395,-79.3831,POI3
243,4530503,2017-06-21 16:00:36.580,CA,AB,Calgary,50.8837,-114.0326,POI1
244,4530595,2017-06-21 18:00:36.720,CA,AB,Calgary,51.07,-114.0297,POI1
245,4530606,2017-06-21 18:00:36.890,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1
246,4530674,2017-06-21 10:00:37.060,CA,ON,Thornhill,43.8395,-79.3831,POI3
247,4530743,2017-06-21 09:00:38.007,CA,AB,Calgary,50.8476,-114.1958,POI1
248,4530820,2017-06-21 00:00:39.023,CA,NB,Moncton,46.1183,-64.7338,POI4
249,4530905,2017-06-21 04:00:39.110,CA,AB,Calgary,51.0412,-114.0762,POI1
250,4530927,2017-06-21 15:00:38.390,CA,AB,Fort Mcmurray,56.7141,-111.38,POI1
251,4531063,2017-06-21 21:00:38.677,CA,QC,Victoriaville,46.0672,-71.9596,POI3
252,4531095,2017-06-21 07:00:38.883,CA,QC,Victoriaville,46.0672,-71.9596,POI3
253,4531193,2017-06-21 11:00:39.317,CA,AB,Calgary,51.04176,-113.99981,POI1
254,4531255,2017-06-21 08:00:39.990,CA,ON,North York,43.7677,-79.4126,POI3
255,4531256,2017-06-21 17:00:40.900,CA,SK,Saskatoon,52.1225,-106.72488,POI1
256,4531268,2017-06-21 07:00:41.213,CA,ON,Concord,43.8031,-79.49185,POI3
257,4531295,2017-06-21 22:00:36.547,CA,ON,Cobourg,43.9645,-78.1712,POI3
258,4531373,2017-06-21 16:00:36.727,CA,AB,Calgary,51.1581,-113.938,POI1
259,4531513,2017-06-21 06:00:37.170,CA,ON,Thornhill,43.8395,-79.3831,POI3
260,4531541,2017-06-21 08:00:37.557,CA,ON,Dundas,43.2649,-79.9555,POI3
261,4531598,2017-06-21 21:00:39.477,CA,ON,Cambridge,43.39914,-80.32011,POI3
262,4531631,2017-06-21 20:00:38.690,CA,ON,Burlington,43.303,-79.7988,POI3
263,4531653,2017-06-21 21:00:41.183,CA,ON,Ingersoll,43.0467,-80.8717,POI3
264,4531745,2017-06-21 15:00:41.317,CA,ON,Markham,43.90594,-79.25172,POI3
265,4531777,2017-06-21 01:00:42.353,CA,ON,Chatham,42.3778,-82.1897,POI3
266,4531798,2017-06-21 21:00:39.847,CA,AB,St Albert,53.62972,-113.58817,POI1
267,4531843,2017-06-21 09:00:41.677,CA,AB,Red Deer,52.2651,-113.794,POI1
268,4531849,2017-06-21 21:00:42.660,CA,ON,Granton,43.20317,-81.22517,POI3
269,4531924,2017-06-21 18:00:43.630,CA,AB,Calgary,51.0494,-113.9564,POI1
270,4531954,2017-06-21 22:00:45.370,CA,AB,Sherwood Park,53.528,-113.2512,POI1
271,4532007,2017-06-21 01:00:43.160,CA,AB,Beaumont,53.35872,-113.4055,POI1
272,4532091,2017-06-21 18:00:44.100,CA,AB,Duchess,50.73108,-111.91317,POI1
273,4532274,2017-06-21 20:00:43.350,CA,BC,Surrey,49.13399,-122.88482,POI1
274,4532333,2017-06-21 20:00:44.560,CA,ON,Scarborough,43.682,-79.2801,POI3
275,4532402,2017-06-21 18:00:42.550,CA,AB,Calgary,50.8476,-114.1958,POI1
276,4532470,2017-06-21 04:00:43.353,CA,AB,Calgary,51.0475,-114.068,POI1
277,4532563,2017-06-21 14:00:44.190,CA,SK,Coronach,49.1124,-105.52416,POI1
278,4532586,2017-06-21 22:00:46.750,CA,ON,Sudbury,46.47964,-81.05822,POI3
279,4532616,2017-06-21 01:00:44.500,CA,ON,Toronto,43.6459,-79.3857,POI3
280,4532732,2017-06-21 10:00:46.580,CA,AB,Calgary,50.9093,-114.1028,POI1
281,4532853,2017-06-21 12:00:45.873,CA,AB,Calgary,51.0571,-114.077,POI1
282,4532884,2017-06-21 05:00:48.820,CA,ON,Latchford,47.3253,-79.81163,POI3
283,4532991,2017-06-21 11:00:50.153,CA,AB,Calgary,50.95738,-114.22057,POI1
284,4533139,2017-06-21 09:00:47.117,CA,ON,Sudbury,46.47964,-81.05822,POI3
285,4533144,2017-06-21 14:00:49.340,CA,AB,Calgary,50.9722,-114.062,POI1
286,4533227,2017-06-21 02:00:50.410,CA,AB,Edmonton,53.54813,-113.59428,POI1
287,4533231,2017-06-21 18:00:51.177,CA,ON,Mississauga,43.5769,-79.6283,POI3
288,4533268,2017-06-21 16:00:52.177,CA,ON,Thornhill,43.8395,-79.3831,POI3
289,4533374,2017-06-21 10:00:47.877,CA,ON,North York,43.73486,-79.45085,POI3
290,4533450,2017-06-21 07:00:51.150,CA,ON,Mississauga,43.5769,-79.6283,POI3
291,4533548,2017-06-21 18:00:51.357,CA,ON,North York,43.7613,-79.4885,POI3
292,4533630,2017-06-21 21:00:51.010,CA,AB,Edmonton,53.55848,-113.49825,POI1
293,4533776,2017-06-21 18:00:51.230,CA,ON,Toronto,43.64544,-79.39649,POI3
294,4533843,2017-06-21 20:00:51.797,CA,AB,Sherwood Park,53.5263,-113.287,POI1
295,4533920,2017-06-21 22:00:51.907,CA,AB,Sherwood Park,53.5263,-113.287,POI1
296,4533995,2017-06-21 22:00:53.013,CA,SK,Prince Albert,53.23738,-105.45485,POI1
